학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
한영고등학교,서울,고,사립,남여공학,서울특별시 강동구 동남로 832 (상일동. 한영고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
현대고등학교,서울,고,사립,남여공학,서울특별시 강남구 압구정로 127 (압구정동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
홍익대학교사범대학부속고등학교,서울,고,사립,남자,서울특별시 성북구 성북로14가길 23 (성북동.홍익대학교부속중고등학교),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
화곡고등학교,서울,고,사립,남자,서울특별시 강서구 강서로45길 69 (내발산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
환일고등학교,서울,고,사립,남자,서울특별시 중구 환일길 47 (만리동2가. 환일중고등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
휘문고등학교,서울,고,사립,남자,서울특별시 강남구 역삼로 541 (대치동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
경복여자고등학교,서울,고,사립,여자,서울특별시 강서구 화곡로63길 40 (등촌동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
경희여자고등학교,서울,고,사립,여자,서울특별시 동대문구 경희대로 26 . 경희여자고등학교  (회기동.경희대학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
계성고등학교,서울,고,사립,남여공학,서울특별시 성북구 길음로 63 계성고등학교 (길음동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
광영여자고등학교,서울,고,사립,여자,서울특별시 양천구 남부순환로30길 17 . 광영여자고등학교 (신월동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이화여자대학교사범대학부속이화금란고등학교,서울,고,사립,남여공학,서울특별시 서대문구 성산로 560 . 이대부속고등학교 (대신동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대원여자고등학교,서울,고,사립,여자,서울특별시 광진구 용마산로22길 26 . 대원여자고등학교 (중곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대진여자고등학교,서울,고,사립,여자,서울특별시 노원구 공릉로 438 (중계동.대진여자고등학교),0,,,0,,161.41061946902656,56.39203539823009,78.5,147.5,108.02631578947368,64.47368421052632,,,,,,,,,,,,,,0
덕성여자고등학교,서울,고,사립,여자,서울특별시 종로구 율곡로3길 50 . 덕성여자고등학교 (안국동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
덕원여자고등학교,서울,고,사립,여자,서울특별시 강서구 강서로45길 91-44 . 덕원여자고등학교 (내발산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동덕여자고등학교,서울,고,사립,여자,서울특별시 서초구 효령로2길 123-5 . 동덕여자고등학교 (방배동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동명여자고등학교,서울,고,사립,여자,서울특별시 은평구 통일로 793 (대조동),0,,,0,,161.00188679245284,56.7188679245283,98.8,185.6,115.82352941176471,70.91176470588235,,,,,,,,,,,,,,0
동일여자고등학교,서울,고,사립,여자,서울특별시 금천구 탑골로10길 45 (시흥동. 동일여자고등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
명덕여자고등학교,서울,고,사립,여자,서울특별시 강서구 강서로47길 34-10 (내발산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동국대학교사범대학부속여자고등학교,서울,고,사립,여자,서울특별시 광진구 광나루로36길 47 (구의동.동국대학교사범대학부속여자중고등학교),1,2023.0,교육활동 모델교,0,,162.26504854368932,59.793203883495146,86.83333333333333,197.33333333333334,108.25806451612904,63.83870967741935,,,,,,,,,,,,,,0
서울문영여자고등학교,서울,고,사립,여자,서울특별시 관악구 관악로 85 . 서울문영여자고등학교 (봉천동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
미림여자고등학교,서울,고,사립,여자,서울특별시 관악구 호암로 546 . 미림여자고등학교 (신림동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
배화여자고등학교,서울,고,사립,여자,서울특별시 종로구 필운대로1길 34 (필운동.배화여자고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
보성여자고등학교,서울,고,사립,여자,서울특별시 용산구 신흥로3가길 66 . 보성여자고등학교 (용산동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
보인고등학교,서울,고,사립,남자,서울특별시 송파구 오금로49길 18 . 보인고등학교 (오금동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상명대학교사범대학부속여자고등학교,서울,고,사립,여자,서울특별시 종로구 홍지문2길 20 (홍지동.상명대학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
상명고등학교,서울,고,사립,남여공학,서울특별시 노원구 덕릉로 553 . 상명고등학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
상일여자고등학교,서울,고,사립,여자,서울특별시 강동구 천호대로219길 61 . 상일여자고등학교 (상일동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서문여자고등학교,서울,고,사립,여자,서울특별시 서초구 동광로12길 84 . 서문여자고등학교 (방배동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선일여자고등학교,서울,고,사립,여자,서울특별시 은평구 갈현로29길 27 선일여자고등학교(갈현동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성신여자고등학교,서울,고,사립,여자,서울특별시 성북구 동소문로26가길 80 (돈암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성심여자고등학교,서울,고,사립,여자,서울특별시 용산구 원효로19길 49 . 성심여자고등학교 (원효로4가),0,,,0,,160.76666666666665,57.05858585858586,87.75,200.5,112.25714285714285,69.54285714285714,,,,,,,,,,,,,,0
세화여자고등학교,서울,고,사립,여자,서울특별시 서초구 신반포로 56-7 세화여자고등학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
송곡여자고등학교,서울,고,사립,여자,서울특별시 중랑구 양원역로 67 . 송곡여자고등학교 (망우동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
숙명여자고등학교,서울,고,사립,여자,서울특별시 강남구 남부순환로 2807 . 숙명여자고등학교 (도곡동),0,,,0,,161.7206611570248,55.87107438016529,99.16666666666667,176.83333333333334,107.7948717948718,62.53846153846154,,,,,,,,,,,,,,0
숭의여자고등학교,서울,고,사립,여자,서울특별시 동작구 여의대방로36길 79 . 숭의여자고등학교 (대방동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신광여자고등학교,서울,고,사립,여자,서울특별시 용산구 청파로 263 . 신광여자고등학교 (청파동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
목동고등학교,서울,고,사립,여자,서울특별시 양천구 목동동로2길 68 . 목동고등학교 (신정동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
염광고등학교,서울,고,사립,남여공학,서울특별시 노원구 월계로45가길 9 . 염광고등학교 (월계동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
영동일고등학교,서울,고,사립,남여공학,서울특별시 송파구 석촌호수로 93 . 영동일고등학교 (잠실동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영신여자고등학교,서울,고,사립,여자,서울특별시 노원구 중계로16나길 13 . 영신여자고등학교 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
영파여자고등학교,서울,고,사립,여자,서울특별시 송파구 올림픽로 565 . 영파여자고등학교 (풍납동.영파여자고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
예일여자고등학교,서울,고,사립,여자,서울특별시 은평구 연서로 117 . 예일여자고등학교 (구산동.수위실),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용화여자고등학교,서울,고,사립,여자,서울특별시 노원구 동일로 1461 . 용화여자고등학교 (상계동.용화여자고등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
은광여자고등학교,서울,고,사립,여자,서울특별시 강남구 남부순환로359길 36 (도곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이화여자고등학교,서울,고,사립,여자,서울특별시 중구 정동길 . 26 (정동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
잠실여자고등학교,서울,고,사립,여자,서울특별시 송파구 송파대로38길 8 (송파동) 잠실여자고등학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
정신여자고등학교,서울,고,사립,여자,서울특별시 송파구 올림픽로4길 16 . 정신여자고등학교 (잠실동),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
정의여자고등학교,서울,고,사립,여자,서울특별시 도봉구 노해로49길 69 (쌍문동),1,2023.0,교육활동 모델교,1,2019.0,,,,,,,,,,,,,,,,,,,,1
중앙여자고등학교,서울,고,사립,여자,서울특별시 서대문구 북아현로11가길 7 (북아현동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
진명여자고등학교,서울,고,사립,여자,서울특별시 양천구 목동로 170 . 진명여자고등학교 (목동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
진선여자고등학교,서울,고,사립,여자,서울특별시 강남구 선릉로85길 27 (진선여자고등학교.역삼동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
창문여자고등학교,서울,고,사립,여자,서울특별시 강북구 월계로 61 . 창문여자고등학교 (미아동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
청원여자고등학교,서울,고,사립,여자,서울특별시 노원구 한글비석로 506 . 청원여자고등학교 (상계동.청원초/중/고등학교),1,2023.0,교육활동 모델교,1,2017.0,,,,,,,,,,,,,,,,,,,,1
풍문고등학교,서울,고,사립,남여공학,서울특별시 강남구 자곡로 152 (자곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한성여자고등학교,서울,고,사립,여자,서울특별시 성북구 삼선교로16길 117 . 한성여자고등학교 (삼선동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한양대학교사범대학부속고등학교,서울,고,사립,남여공학,서울특별시 성동구 마조로 42 . 한양대학교사범대학부속고등학교 (사근동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
혜성여자고등학교,서울,고,사립,여자,서울특별시 노원구 노원로16길 2 (하계동.혜성여자고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
혜원여자고등학교,서울,고,사립,여자,서울특별시 중랑구 봉우재로58길 39 (망우동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
홍익대학교사범대학부속여자고등학교,서울,고,사립,여자,서울특별시 마포구 성미산로 51 (성산동. 여자고등학교),0,,,0,,160.96880733944954,53.74770642201835,80.6,179.6,102.4054054054054,63.37837837837838,,,,,,,,,,,,,,0
휘경여자고등학교,서울,고,사립,여자,서울특별시 동대문구 한천로 247 휘경여자고등학교 (휘경동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오류고등학교,서울,고,사립,여자,서울특별시 구로구 오리로21길 2 (궁동. 오류고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
해성여자고등학교,서울,고,사립,여자,서울특별시 동대문구 전농로20길 31 (전농동.해성여자고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
하나고등학교,서울,고,사립,남여공학,서울특별시 은평구 연서로 535 . 하나고등학교 (진관동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동양고등학교,서울,고,사립,남자,서울특별시 강서구 허준로 50 (가양동.동양고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울체육고등학교,서울,고,공립,남여공학,서울특별시 송파구 강동대로 232 . 서울체육고등학교 (방이동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울과학고등학교,서울,고,공립,남여공학,서울특별시 종로구 혜화로 63 (명륜1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한성과학고등학교,서울,고,공립,남여공학,서울특별시 서대문구 통일로 279-79 . 한성과학고등학교 (현저동),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
세종과학고등학교,서울,고,공립,남여공학,서울특별시 구로구 오리로21길 79 (궁동),1,2023.0,교육활동 모델교,0,,171.34893617021277,65.37872340425533,76.0,141.5,108.0,68.5,,,,,,,,,,,,,,0
국립국악고등학교,서울,고,국립,남여공학,서울특별시 강남구 개포로22길 65 . (개포동. 국립국악고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
국립전통예술고등학교,서울,고,국립,남여공학,서울특별시 금천구 시흥대로38길 62 (시흥동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
덕원예술고등학교,서울,고,사립,남여공학,서울특별시 강서구 강서로45길 91-44 . 덕원예술고등학교 (내발산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울예술고등학교,서울,고,사립,남여공학,서울특별시 종로구 평창문화로 70 (평창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
선화예술고등학교,서울,고,사립,남여공학,서울특별시 광진구 천호대로 664 (능동),0,,,0,,162.73826086956524,53.28347826086957,93.5,186.5,107.225,64.5,,,,,,,,,,,,,,0
서울공연예술고등학교,서울,고,사립,남여공학,서울특별시 구로구 오리로22나길 16-26 서울공연예술고등학교 (궁동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대원외국어고등학교,서울,고,사립,남여공학,서울특별시 광진구 용마산로22길 26 . 대원외국어고등학교 (중곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대일외국어고등학교,서울,고,사립,남여공학,서울특별시 성북구 서경로 116 . 대일외국어고등학교 (정릉동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
명덕외국어고등학교,서울,고,사립,남여공학,서울특별시 강서구 강서로47길 34-10 . 명덕외국어고등학교 (내발산동.명덕고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울외국어고등학교,서울,고,사립,남여공학,서울특별시 도봉구 덕릉로66길 22 (창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한영외국어고등학교,서울,고,사립,남여공학,서울특별시 강동구 동남로 832 (상일동),0,,,0,,165.2740740740741,59.14567901234568,81.0,138.0,111.29629629629629,69.37037037037037,,,,,,,,,,,,,,0
이화여자외국어고등학교,서울,고,사립,여자,서울특별시 중구 통일로4길 30 (순화동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울국제고등학교,서울,고,공립,남여공학,서울특별시 종로구 성균관로13길 40 . 서울국제고 (명륜1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울로봇고등학교,서울,고,공립,남여공학,서울특별시 강남구 광평로20길 63 . 서울로봇고등학교 (일원동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
강서공업고등학교,서울,고,공립,남여공학,서울특별시 강서구 방화대로47길 9 (방화동.강서공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
경기기계공업고등학교,서울,고,공립,남여공학,서울특별시 노원구 공릉로 264 (하계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울방송고등학교,서울,고,공립,남여공학,서울특별시 성동구 동호로5길 131 (옥수동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울공업고등학교,서울,고,공립,남여공학,서울특별시 동작구 대방동1길 46 . 서울공업고등학교 (대방동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울도시과학기술고등학교,서울,고,공립,남여공학,서울특별시 성북구 종암로 196 (하월곡동.서울도시과학기술고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서울전자고등학교,서울,고,공립,남여공학,서울특별시 서초구 과천대로 852-23 (방배동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성동공업고등학교,서울,고,공립,남여공학,서울특별시 중구 다산로 290 (흥인동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
성수공업고등학교,서울,고,공립,남여공학,서울특별시 성동구 뚝섬로 365 (성수동2가.성수공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
송파공업고등학교,서울,고,공립,남여공학,서울특별시 송파구 양산로 21 (거여동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
용산공업고등학교,서울,고,공립,남여공학,서울특별시 용산구 서빙고로 24 . 용산공업고등학교 (한강로3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한강미디어고등학교,서울,고,공립,남여공학,서울특별시 영등포구 선유로55길 22 (양평동4가.한강미디어고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
휘경공업고등학교,서울,고,공립,남여공학,서울특별시 동대문구 겸재로 21 . 휘경공업고등학교 (휘경동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
광운전자공업고등학교,서울,고,사립,남자,서울특별시 노원구 광운로1길 24 (월계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
단국공업고등학교,서울,고,사립,남자,서울특별시 강남구 도곡로64길 21 (대치동 1013),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
대진디자인고등학교,서울,고,사립,남여공학,서울특별시 강남구 광평로39길 93 (수서동.대진디자인고등학교),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
서울디자인고등학교,서울,고,사립,남여공학,서울특별시 마포구 백범로 139 (염리동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
덕일전자공업고등학교,서울,고,사립,남여공학,서울특별시 구로구 서해안로21길 5-12 (오류동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
리라아트고등학교,서울,고,사립,남여공학,서울특별시 중구 소파로2길 24 (예장동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
미림여자정보과학고등학교,서울,고,사립,여자,서울특별시 관악구 호암로 546 (신림동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
상일미디어고등학교,서울,고,사립,남여공학,서울특별시 강동구 천호대로219길 61 . 상일미디어고등학교 (상일동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
미래산업과학고등학교,서울,고,사립,남여공학,서울특별시 노원구 덕릉로82길 54 (중계동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
수도전기공업고등학교,서울,고,사립,남여공학,서울특별시 강남구 개포로 410 . 수도전기공업고등학교 (개포동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
세명컴퓨터고등학교,서울,고,사립,남여공학,서울특별시 은평구 통일로92가길 33 (불광동.세명컴퓨터고등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
신진과학기술고등학교,서울,고,사립,남여공학,서울특별시 은평구 은평로6길 16 . 신진과학기술고등학교 (응암동. 학교법인신진학원),0,,,0,,,,,,,,,,,,,,,,,,,,,0
